3-2_(3É–-3É–)3É–AdditionalRequirementTable_[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ñkäCìπ 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
20Å`30%,7,70,832,917,910,409,0,0,20Å`30%,0,51,504,525,547,407,40,0,20Å`30%,10,75,487,508,293,78,40,8,20Å`30%,5,34,580,728,875,365,50,13,20Å`30%,0,78,539,796,862,457,52,10,20Å`30%,0,0,528,753,684,53,0,10,20Å`30%,0,48,526,758,219,109,0,18,20Å`30%,0,0,527,758,520,283,0,7,20Å`30%,18,0,573,1143,342,236,0,7,20Å`30%,13,0,295,1466,576,86,0,10,20Å`30%,5,0,754,1801,1125,280,0,0,20Å`30%,7,0,781,965,1060,511,15,0
30Å`40%,12,13,1231,1181,1131,693,0,33,30Å`40%,0,60,1295,1107,919,1075,24,33,30Å`40%,29,78,1293,1102,829,556,23,33,30Å`40%,14,25,1585,1427,1105,544,29,31,30Å`40%,7,65,844,961,1078,445,41,28,30Å`40%,10,0,715,785,1073,99,0,7,30Å`40%,13,78,688,701,713,253,0,10,30Å`40%,11,0,691,848,615,382,0,8,30Å`40%,31,0,776,1109,655,322,0,1,30Å`40%,13,0,666,1308,1139,220,0,19,30Å`40%,10,0,1301,1434,1567,551,0,19,30Å`40%,12,0,1296,1251,1205,694,17,23
40Å`50%,17,12,999,1175,1351,797,0,8,40Å`50%,37,69,1070,1219,1544,967,8,23,40Å`50%,26,80,1057,1214,1216,708,7,35,40Å`50%,20,15,1199,1377,1213,705,7,49,40Å`50%,25,52,1101,1338,1187,433,30,46,40Å`50%,20,0,949,1116,1192,392,0,44,40Å`50%,21,5,956,878,938,397,0,14,40Å`50%,12,0,956,937,773,707,0,14,40Å`50%,45,0,839,1075,969,408,0,19,40Å`50%,13,0,673,1151,1274,1083,0,32,40Å`50%,15,0,1234,1347,1263,823,0,32,40Å`50%,18,0,1225,1191,1351,852,0,28
50Å`60%,18,11,912,1034,1157,1063,0,31,50Å`60%,19,78,846,1331,1586,1197,21,45,50Å`60%,21,83,956,1325,1614,860,21,40,50Å`60%,21,6,1030,1551,1752,865,21,53,50Å`60%,14,39,1358,1569,1297,563,19,54,50Å`60%,29,0,1138,1224,1310,672,0,49,50Å`60%,29,4,1162,1163,1164,684,0,21,50Å`60%,14,0,1131,1108,1085,1032,0,20,50Å`60%,58,0,1245,1164,1058,609,0,37,50Å`60%,24,0,974,1162,1408,1070,0,7,50Å`60%,19,0,1167,1260,1198,1097,0,36,50Å`60%,20,0,1154,1292,1300,1438,0,32
60Å`70%,22,10,1030,1116,1203,1215,0,9,60Å`70%,21,87,856,1592,1635,1479,35,26,60Å`70%,3,85,854,1587,1578,1425,34,26,60Å`70%,36,90,862,1726,1646,1123,34,52,60Å`70%,32,26,1900,1801,1287,873,7,49,60Å`70%,33,0,1894,1802,1181,518,0,42,60Å`70%,32,3,1962,1802,1257,885,0,28,60Å`70%,37,0,1517,1875,1201,939,0,25,60Å`70%,71,0,1094,1474,1147,809,0,55,60Å`70%,37,0,1276,1403,1345,1286,0,55,60Å`70%,37,0,1293,1393,1133,872,0,40,60Å`70%,54,0,1277,1394,1301,1209,0,43
70Å`80%,22,9,1148,1465,1248,1031,0,54,70Å`80%,45,50,680,1853,1684,1515,49,54,70Å`80%,19,49,771,1850,1740,1631,48,54,70Å`80%,19,52,713,2125,1540,1181,48,39,70Å`80%,18,13,1339,1857,1421,1068,20,39,70Å`80%,37,0,1609,1866,1051,363,0,35,70Å`80%,36,1,1652,1846,1350,1086,0,35,70Å`80%,61,0,1363,1895,1401,1164,0,80,70Å`80%,84,0,944,1624,1300,1100,0,80,70Å`80%,70,0,1127,2007,1532,1056,0,41,70Å`80%,13,0,1334,2011,1317,1025,0,38,70Å`80%,23,0,1149,2272,1649,1025,0,41
80Å`90%,62,8,1032,2389,1662,921,0,66,80Å`90%,62,12,643,2231,1914,1688,28,71,80Å`90%,62,13,638,1607,1714,1837,28,69,80Å`90%,55,13,731,1911,1574,1238,28,52,80Å`90%,41,0,1291,1848,1555,1263,22,52,80Å`90%,30,0,1503,2112,1134,460,0,61,80Å`90%,31,0,1535,1818,1654,1491,0,72,80Å`90%,85,0,1357,1813,1601,1389,0,43,80Å`90%,98,0,973,1774,1453,1390,0,0,80Å`90%,102,0,978,2169,2057,899,0,0,80Å`90%,82,0,979,2205,2056,649,0,35,80Å`90%,82,0,1022,2319,2026,933,0,39
90Å`100%,49,8,916,2378,1179,1019,0,76,90Å`100%,95,16,657,2428,2144,1861,7,84,90Å`100%,77,14,659,1364,1885,2337,8,79,90Å`100%,91,13,661,1354,1873,2326,8,79,90Å`100%,92,0,1244,1357,2145,2282,23,84,90Å`100%,92,0,1397,1256,1064,57,0,88,90Å`100%,40,0,1417,1735,2053,71,0,109,90Å`100%,48,0,1350,1702,2055,236,0,7,90Å`100%,52,0,485,720,2051,720,0,0,90Å`100%,17,0,548,1020,1388,742,0,0,90Å`100%,17,0,899,1245,1388,422,0,33,90Å`100%,0,0,894,2398,1122,1022,0,38
ñkó§ 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,0,1,2,3,6,0,1,0Å`10%,0,0,0,0,0,4,0,1,0Å`10%,0,0,0,0,0,4,2,0,0Å`10%,0,0,0,0,0,0,13,0,0Å`10%,0,0,0,0,0,7,5,0,0Å`10%,0,0,2,5,8,11,4,0,0Å`10%,0,0,3,4,6,7,1,0,0Å`10%,0,0,21,20,18,16,25,0,0Å`10%,0,0,21,2,6,26,21,0,0Å`10%,0,0,21,15,9,26,21,0,0Å`10%,0,0,18,2,9,25,21,0,0Å`10%,0,1,1,2,9,3,0,2
10Å`20%,0,6,16,25,16,14,0,2,10Å`20%,0,6,14,23,20,10,0,1,10Å`20%,0,0,0,25,20,9,5,0,10Å`20%,0,0,0,17,20,21,14,0,10Å`20%,0,0,0,0,0,12,10,0,10Å`20%,0,0,14,10,5,7,10,0,10Å`20%,0,1,10,41,15,4,0,1,10Å`20%,0,0,15,34,22,10,0,0,10Å`20%,0,0,8,7,7,8,0,0,10Å`20%,0,0,12,18,9,19,0,0,10Å`20%,0,0,11,35,11,22,0,0,10Å`20%,0,1,3,39,11,8,6,2
20Å`30%,0,6,22,64,42,22,0,2,20Å`30%,0,1,31,61,23,15,7,2,20Å`30%,0,0,32,31,20,14,7,0,20Å`30%,0,0,32,42,33,24,15,0,20Å`30%,0,0,4,64,48,32,16,0,20Å`30%,0,1,4,2,3,37,16,0,20Å`30%,0,1,19,41,24,1,0,4,20Å`30%,0,0,10,14,17,21,0,0,20Å`30%,0,0,2,4,7,9,0,0,20Å`30%,0,0,5,7,10,12,0,0,20Å`30%,0,0,5,41,20,19,0,0,20Å`30%,0,1,5,44,21,37,0,2
30Å`40%,0,5,18,98,76,30,4,3,30Å`40%,0,4,7,71,29,30,3,3,30Å`40%,0,1,3,29,55,28,2,0,30Å`40%,0,2,42,83,3,1,3,0,30Å`40%,0,2,6,94,65,41,15,0,30Å`40%,0,1,6,27,47,66,12,0,30Å`40%,0,1,28,40,33,22,0,7,30Å`40%,0,0,24,14,19,18,0,8,30Å`40%,0,0,3,10,15,21,0,6,30Å`40%,0,0,3,8,12,16,0,0,30Å`40%,0,0,10,79,40,16,0,3,30Å`40%,0,0,25,74,69,65,0,3
40Å`50%,0,5,15,133,110,88,3,4,40Å`50%,0,5,32,81,84,86,2,3,40Å`50%,0,4,32,58,80,70,1,4,40Å`50%,0,4,56,125,40,39,2,4,40Å`50%,0,5,43,124,82,39,3,4,40Å`50%,0,1,8,122,83,46,10,11,40Å`50%,0,1,37,45,34,66,0,15,40Å`50%,0,0,37,56,48,16,0,3,40Å`50%,0,0,11,47,43,53,0,5,40Å`50%,0,0,2,43,30,14,0,0,40Å`50%,0,0,30,116,67,18,0,8,40Å`50%,0,0,3,32,42,51,0,3
50Å`60%,0,4,18,132,84,27,7,4,50Å`60%,0,5,97,74,51,69,1,4,50Å`60%,0,5,67,86,105,112,1,5,50Å`60%,0,5,69,196,136,77,1,15,50Å`60%,0,0,68,196,137,77,15,15,50Å`60%,0,1,50,210,123,36,9,19,50Å`60%,0,1,71,91,74,57,0,16,50Å`60%,0,0,30,91,53,14,0,4,50Å`60%,0,0,20,115,73,30,0,5,50Å`60%,0,0,4,42,20,11,0,3,50Å`60%,0,0,50,92,56,21,0,13,50Å`60%,0,0,22,50,40,51,0,3
60Å`70%,0,1,22,162,58,26,11,5,60Å`70%,0,3,71,80,32,52,15,3,60Å`70%,0,5,21,60,81,108,20,9,60Å`70%,0,0,123,136,82,59,20,11,60Å`70%,0,0,93,111,130,46,20,11,60Å`70%,0,1,92,98,103,36,5,2,60Å`70%,0,1,27,53,57,48,0,12,60Å`70%,0,0,24,67,57,12,0,2,60Å`70%,0,0,12,20,48,8,0,1,60Å`70%,0,0,7,25,20,7,0,1,60Å`70%,0,0,70,105,39,23,0,1,60Å`70%,0,0,42,67,39,26,0,4
70Å`80%,0,2,97,192,58,14,3,5,70Å`80%,0,2,44,86,60,68,3,5,70Å`80%,0,1,38,62,75,100,13,10,70Å`80%,0,0,89,75,82,102,14,11,70Å`80%,0,0,52,53,81,64,15,11,70Å`80%,0,1,64,52,83,45,8,21,70Å`80%,0,0,72,56,40,3,0,21,70Å`80%,0,0,18,43,47,10,0,11,70Å`80%,0,0,3,13,22,6,0,27,70Å`80%,0,0,9,8,7,6,0,26,70Å`80%,0,0,43,118,72,25,0,26,70Å`80%,0,0,0,42,50,2,0,4
80Å`90%,0,4,59,92,70,51,6,23,80Å`90%,0,4,57,90,68,50,7,23,80Å`90%,0,4,54,56,84,106,19,9,80Å`90%,0,0,54,60,71,81,18,15,80Å`90%,0,0,36,34,59,83,18,12,80Å`90%,0,1,43,83,80,9,8,17,80Å`90%,0,0,108,110,36,9,0,12,80Å`90%,0,0,12,32,14,8,0,29,80Å`90%,0,0,36,19,52,39,0,7,80Å`90%,0,0,16,20,25,39,0,7,80Å`90%,0,0,16,90,61,0,0,7,80Å`90%,0,0,0,87,62,37,0,10
90Å`100%,0,25,56,36,16,25,0,2,90Å`100%,0,21,54,46,37,28,5,9,90Å`100%,0,0,55,74,93,112,0,8,90Å`100%,0,0,20,49,77,117,0,20,90Å`100%,0,0,20,15,38,122,0,13,90Å`100%,0,0,21,85,48,12,9,13,90Å`100%,0,0,3,4,5,15,0,3,90Å`100%,0,0,6,20,8,16,0,30,90Å`100%,0,0,6,20,41,44,0,15,90Å`100%,0,0,7,26,41,64,0,15,90Å`100%,0,0,0,79,50,0,0,15,90Å`100%,0,0,0,78,49,0,0,2
ä÷êº 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,0,0,0,0,0,22,0,0Å`10%,0,8,11,14,17,20,23,0,0Å`10%,0,8,8,7,6,6,5,0,0Å`10%,0,11,9,7,5,4,2,0,0Å`10%,0,10,14,18,22,14,7,0,0Å`10%,0,10,22,33,45,13,30,0,0Å`10%,0,21,9,38,57,9,33,0,0Å`10%,0,0,0,0,57,11,31,0,0Å`10%,0,0,0,0,3,5,3,0,0Å`10%,0,3,5,7,8,10,20,0,0Å`10%,0,0,0,0,0,9,16,0,0Å`10%,0,0,0,0,0,9,21,0
10Å`20%,0,0,0,0,0,32,19,0,10Å`20%,0,23,31,38,49,19,0,0,10Å`20%,0,22,23,23,68,19,5,0,10Å`20%,0,22,27,22,150,13,2,0,10Å`20%,0,2,14,13,215,10,8,0,10Å`20%,0,2,7,12,16,3,0,0,10Å`20%,0,0,29,42,16,3,0,0,10Å`20%,0,0,0,0,16,3,0,0,10Å`20%,0,0,0,0,160,24,0,0,10Å`20%,0,0,23,8,13,44,0,0,10Å`20%,0,0,0,41,34,26,0,0,10Å`20%,0,0,0,0,0,6,15,0
20Å`30%,0,39,58,76,95,113,16,3,20Å`30%,0,39,85,130,80,30,0,0,20Å`30%,1,36,37,39,26,86,5,0,20Å`30%,6,5,29,174,295,101,3,0,20Å`30%,3,3,26,217,408,106,9,4,20Å`30%,2,5,20,55,81,106,0,3,20Å`30%,0,0,24,40,35,13,0,5,20Å`30%,0,0,0,0,36,12,0,4,20Å`30%,0,0,0,0,317,32,0,0,20Å`30%,0,0,29,129,205,130,0,2,20Å`30%,0,0,0,136,102,43,0,2,20Å`30%,0,0,0,0,0,43,8,4
30Å`40%,3,7,140,272,549,195,12,10,30Å`40%,0,9,151,267,97,40,0,6,30Å`40%,1,10,23,124,100,204,5,6,30Å`40%,2,11,229,222,216,209,4,6,30Å`40%,11,3,70,392,287,124,1,6,30Å`40%,10,4,19,214,313,354,0,6,30Å`40%,10,0,20,207,280,353,0,8,30Å`40%,0,0,0,0,55,351,0,8,30Å`40%,0,0,0,0,279,178,0,9,30Å`40%,0,0,35,190,312,39,0,7,30Å`40%,7,0,0,280,550,164,0,1,30Å`40%,3,0,0,0,504,253,2,1
40Å`50%,11,29,217,406,543,276,9,9,40Å`50%,12,29,216,404,657,275,0,9,40Å`50%,5,29,228,398,567,381,5,2,40Å`50%,5,44,207,288,454,213,4,13,40Å`50%,9,3,182,351,446,166,4,13,40Å`50%,9,0,205,373,545,171,0,13,40Å`50%,8,0,202,374,552,91,0,15,40Å`50%,0,0,0,371,414,49,0,18,40Å`50%,0,0,0,233,370,7,0,13,40Å`50%,0,0,41,237,373,209,0,12,40Å`50%,7,0,0,371,413,284,0,12,40Å`50%,11,0,0,409,543,270,0,13
50Å`60%,8,3,321,657,662,313,5,11,50Å`60%,14,62,436,655,678,306,0,18,50Å`60%,9,62,433,607,526,277,5,20,50Å`60%,8,73,453,661,770,192,5,5,50Å`60%,8,24,246,460,561,192,4,2,50Å`60%,8,0,132,455,564,117,0,2,50Å`60%,6,0,143,707,658,81,0,7,50Å`60%,2,0,135,456,639,16,0,7,50Å`60%,0,0,256,491,636,49,0,6,50Å`60%,11,0,125,284,511,373,0,24,50Å`60%,12,0,215,519,506,237,0,23,50Å`60%,11,0,278,694,666,433,0,22
60Å`70%,4,81,494,760,675,590,2,31,60Å`70%,14,69,627,836,690,544,0,32,60Å`70%,13,68,876,817,633,476,5,12,60Å`70%,0,40,860,759,651,239,5,15,60Å`70%,12,37,391,1204,638,442,2,14,60Å`70%,11,0,205,1039,820,64,0,14,60Å`70%,7,0,198,1039,764,297,0,7,60Å`70%,9,0,180,961,859,100,0,9,60Å`70%,9,0,160,372,431,67,0,13,60Å`70%,15,0,212,299,720,209,0,23,60Å`70%,15,0,268,590,722,369,0,21,60Å`70%,15,0,473,547,843,596,0,30
70Å`80%,28,31,457,828,695,510,0,38,70Å`80%,18,65,508,865,968,322,0,55,70Å`80%,17,65,577,856,888,676,4,25,70Å`80%,0,76,601,798,903,699,6,28,70Å`80%,8,44,281,697,802,693,10,27,70Å`80%,0,0,70,797,1075,274,0,19,70Å`80%,6,0,79,796,1075,513,0,18,70Å`80%,3,0,126,754,1078,0,0,27,70Å`80%,3,0,179,343,300,68,0,28,70Å`80%,1,0,102,687,929,440,0,33,70Å`80%,1,0,301,661,939,255,0,17,70Å`80%,1,0,452,716,1021,490,0,36
80Å`90%,10,16,420,895,767,430,0,14,80Å`90%,19,4,389,894,894,431,0,16,80Å`90%,19,4,278,896,1293,1113,0,17,80Å`90%,0,4,284,798,1311,1351,0,27,80Å`90%,0,10,170,331,1377,1349,0,38,80Å`90%,0,0,139,554,877,5,0,36,80Å`90%,1,0,257,552,912,5,0,28,80Å`90%,4,0,353,547,813,0,0,24,80Å`90%,13,0,345,403,411,0,0,30,80Å`90%,7,0,78,569,551,0,0,30,80Å`90%,7,0,466,738,1007,424,0,29,80Å`90%,0,0,432,798,1093,384,0,19
90Å`100%,1,0,57,1007,1104,557,0,0,90Å`100%,21,36,112,420,994,148,0,16,90Å`100%,26,39,98,426,997,146,0,25,90Å`100%,0,39,61,392,1018,47,0,29,90Å`100%,0,0,5,164,300,46,0,29,90Å`100%,0,0,0,164,232,0,0,26,90Å`100%,15,0,0,263,231,0,0,33,90Å`100%,7,0,0,470,547,0,0,22,90Å`100%,15,0,121,451,523,0,0,30,90Å`100%,10,0,120,451,523,0,0,29,90Å`100%,0,0,0,816,1076,593,0,3,90Å`100%,0,0,0,879,1164,594,0,0
íÜçë 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,3,5,7,10,12,14,0,0Å`10%,0,1,2,3,5,6,7,0,0Å`10%,0,5,7,9,10,12,10,0,0Å`10%,0,10,10,9,8,7,7,0,0Å`10%,0,7,11,12,11,9,8,0,0Å`10%,0,8,3,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,2,2,2,2,2,1,0,0Å`10%,0,0,0,2,5,6,5,0,0Å`10%,0,5,5,6,7,6,5,0,0Å`10%,0,6,5,5,4,4,3,0,0Å`10%,0,6,4,6,5,5,5,0
10Å`20%,0,3,58,88,59,66,12,0,10Å`20%,0,9,68,18,36,54,8,0,10Å`20%,0,13,10,17,160,29,12,0,10Å`20%,0,9,14,14,68,41,4,0,10Å`20%,0,0,10,39,17,50,25,0,10Å`20%,0,0,12,66,97,117,0,0,10Å`20%,0,0,0,0,121,0,0,0,10Å`20%,0,0,54,111,121,7,0,0,10Å`20%,0,0,0,17,13,47,0,0,10Å`20%,0,0,24,33,16,4,0,0,10Å`20%,0,0,10,98,116,57,0,0,10Å`20%,0,5,73,49,81,102,11,0
20Å`30%,0,4,163,170,268,367,9,3,20Å`30%,0,12,133,120,113,185,9,1,20Å`30%,0,7,13,60,336,47,9,1,20Å`30%,0,8,16,65,210,67,2,0,20Å`30%,0,0,8,66,169,91,31,1,20Å`30%,0,0,110,219,448,136,0,0,20Å`30%,0,0,0,219,397,14,0,0,20Å`30%,0,0,106,219,396,13,0,0,20Å`30%,0,0,42,33,21,86,0,0,20Å`30%,0,0,39,50,25,35,0,0,20Å`30%,0,0,15,105,150,110,0,1,20Å`30%,5,3,147,106,157,350,16,5
30Å`40%,5,4,269,251,333,416,37,4,30Å`40%,1,13,243,356,652,457,22,7,30Å`40%,0,25,58,294,551,180,35,7,30Å`40%,0,7,118,229,388,168,15,9,30Å`40%,0,0,66,163,264,336,36,5,30Å`40%,0,0,63,235,507,282,0,1,30Å`40%,3,0,106,246,375,77,0,0,30Å`40%,0,0,118,347,405,77,0,0,30Å`40%,0,0,0,37,23,124,0,0,30Å`40%,3,0,54,45,68,107,0,0,30Å`40%,3,0,19,112,183,158,0,5,30Å`40%,17,8,221,202,249,297,22,8
40Å`50%,22,30,473,545,602,658,65,6,40Å`50%,5,32,354,616,676,737,101,4,40Å`50%,3,36,342,514,743,738,102,2,40Å`50%,4,23,222,402,742,429,23,6,40Å`50%,8,0,142,232,430,291,41,8,40Å`50%,8,0,160,376,525,354,0,4,40Å`50%,8,0,120,223,326,41,0,0,40Å`50%,4,0,121,277,348,64,0,0,40Å`50%,0,0,0,41,25,105,0,0,40Å`50%,6,0,49,40,111,92,0,0,40Å`50%,4,0,24,183,291,136,0,4,40Å`50%,10,12,411,529,521,385,29,15
50Å`60%,3,55,355,463,570,642,86,18,50Å`60%,9,43,374,647,935,625,66,10,50Å`60%,8,44,424,839,934,619,52,10,50Å`60%,10,28,360,807,819,667,29,5,50Å`60%,10,0,277,300,597,246,16,19,50Å`60%,17,0,235,414,594,425,0,10,50Å`60%,17,0,123,143,277,82,0,7,50Å`60%,12,0,123,207,292,50,0,0,50Å`60%,0,0,0,45,160,86,0,0,50Å`60%,9,0,37,95,153,162,0,3,50Å`60%,1,0,29,149,361,207,0,23,50Å`60%,4,11,351,466,581,431,27,19
60Å`70%,5,97,222,417,547,627,56,16,60Å`70%,13,17,306,513,733,609,128,16,60Å`70%,3,17,225,738,1122,500,105,20,60Å`70%,15,16,544,644,895,415,44,14,60Å`70%,15,0,544,593,638,234,21,6,60Å`70%,8,0,275,479,715,125,0,11,60Å`70%,10,0,126,203,163,123,0,10,60Å`70%,13,0,126,156,132,37,0,8,60Å`70%,2,0,0,31,226,66,0,7,60Å`70%,12,0,24,29,295,232,0,6,60Å`70%,12,0,33,116,431,277,0,17,60Å`70%,8,10,255,388,521,392,25,28
70Å`80%,15,61,216,372,593,541,36,15,70Å`80%,17,96,237,471,687,593,173,15,70Å`80%,17,96,174,636,937,389,152,18,70Å`80%,14,17,228,554,301,179,57,24,70Å`80%,14,0,217,548,385,221,57,24,70Å`80%,5,0,228,539,444,0,0,4,70Å`80%,6,0,129,182,112,0,0,11,70Å`80%,10,0,128,105,110,6,0,3,70Å`80%,3,0,0,17,292,47,0,14,70Å`80%,14,0,11,24,428,326,0,5,70Å`80%,14,0,38,82,501,434,0,5,70Å`80%,13,9,160,310,460,459,21,5
